well_id,component_2,concentration(nM),component_3,concentration(nM),component_4,concentration(nM),component_5,concentration(nM),component_6,concentration(nM),component_7,concentration(nM),component_8,concentration(nM),component_9,concentration(nM),component_10,concentration(nM)
H1,puc19,71.363,m169,0.365,m168,0.365,m167,0.365,m166,0.365,m165,0.365,m164,0.365,m163,0.365,m162,11.67
