well_id,component_1,concentration(nM).1,component_2,concentration(nM).2,component_3,concentration(nM).3,component_4,concentration(nM).4,component_5,concentration(nM).5,component_6,concentration(nM).6,component_7,concentration(nM).7,component_8,concentration(nM).8,component_9,concentration(nM).9
M20,puc19,12.0748,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
M22,puc19,11.3334,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
M24,puc19,11.6414,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
O2,puc19,12.0462,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
O4,puc19,11.6547,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
O6,puc19,15.2377,m169,0.2778,m168,0.0000,m167,0.0694,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,0.5556
O8,puc19,10.2665,m169,0.0000,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
O10,puc19,15.2079,m169,0.2778,m168,0.0000,m167,0.2778,m166,0.0694,m165,0.2778,m164,0.2778,m163,0.2778,m162,0.5556
O12,puc19,16.7735,m169,0.2778,m168,0.0000,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,0.5556
O14,puc19,11.6712,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.2778,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
O16,puc19,11.2751,m169,0.0694,m168,0.2778,m167,0.2778,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
O18,puc19,10.2445,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.0000,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
O20,puc19,11.6781,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.2778,m163,0.0694,m162,2.7778
O22,puc19,10.1195,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.0694,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
O24,puc19,11.2950,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.2778,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
B1,puc19,11.6712,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.2778,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
B3,puc19,12.0462,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
B5,puc19,9.7445,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
B7,puc19,11.6799,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
B9,puc19,11.2785,m169,0.2778,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
B11,puc19,11.2664,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
B13,puc19,12.4429,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
B15,puc19,11.2884,m169,0.2778,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
B17,puc19,11.6421,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
B19,puc19,6.1466,m169,0.5556,m168,0.5556,m167,0.5556,m166,0.5556,m165,0.5556,m164,0.5556,m163,0.5556,m162,2.7778
B21,puc19,11.6503,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.2778,m162,2.7778
B23,puc19,11.2840,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.2778,m162,2.7778
D1,puc19,16.7735,m169,0.2778,m168,0.0000,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,0.5556
D3,puc19,12.0469,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
D5,puc19,15.2296,m169,0.2778,m168,0.0000,m167,0.2778,m166,0.2778,m165,0.0694,m164,0.2778,m163,0.2778,m162,0.5556
D7,puc19,11.6554,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
D9,puc19,12.0766,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
D11,puc19,12.0748,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
D13,puc19,11.3169,m169,0.2778,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
D15,puc19,15.2010,m169,0.2778,m168,0.0000,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.0694,m163,0.2778,m162,0.5556
D17,puc19,11.2506,m169,0.2778,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
D19,puc19,11.6806,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
D21,puc19,16.7969,m169,0.0694,m168,0.0000,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.0694,m162,0.5556
D23,puc19,10.1126,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.0694,m163,0.2778,m162,2.7778
F1,puc19,12.4429,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
F3,puc19,15.2245,m169,0.0694,m168,0.0000,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,0.5556
F5,puc19,10.1493,m169,0.2778,m168,0.2778,m167,0.0694,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
F7,puc19,11.3037,m169,0.0694,m168,0.2778,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
F9,puc19,16.7900,m169,0.0694,m168,0.0000,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.0694,m162,0.5556
F11,puc19,11.2891,m169,0.2778,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
F13,puc19,11.6788,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.2778,m162,2.7778
F15,puc19,11.3125,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.2778,m162,2.7778
F17,puc19,9.7445,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
F19,puc19,11.6833,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
F21,puc19,11.6781,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.2778,m163,0.0694,m162,2.7778
F23,puc19,10.1405,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.0694,m162,2.7778
H1,puc19,10.1412,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.0694,m164,0.2778,m163,0.2778,m162,2.7778
H3,puc19,11.2588,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.2778,m162,2.7778
H5,puc19,11.6631,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
H7,puc19,12.0514,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
H9,puc19,10.2842,m169,0.2778,m168,0.2778,m167,0.0000,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
H11,puc19,11.6547,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
H13,puc19,11.7085,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
H15,puc19,11.2804,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
H17,puc19,15.2377,m169,0.2778,m168,0.0000,m167,0.0694,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,0.5556
H19,puc19,15.2289,m169,0.2778,m168,0.0000,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.0694,m162,0.5556
H21,puc19,11.7946,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.0000,m163,0.2778,m162,2.7778
H23,puc19,16.7690,m169,0.0694,m168,0.0000,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.2778,m162,0.5556
J1,puc19,11.6718,m169,0.0694,m168,0.2778,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
J3,puc19,11.6719,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
J5,puc19,11.2968,m169,0.0694,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
J7,puc19,10.2353,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.0000,m163,0.2778,m162,2.7778
J9,puc19,10.1195,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.0694,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
J11,puc19,11.6764,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
J13,puc19,10.2734,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.0000,m164,0.2778,m163,0.2778,m162,2.7778
J15,puc19,11.6850,m169,0.2778,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
J17,puc19,11.7016,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
J19,puc19,11.2758,m169,0.0694,m168,0.2778,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
J21,puc19,11.3056,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
J23,puc19,10.2445,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.0000,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
L1,puc19,12.0679,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
L3,puc19,10.2329,m169,0.2778,m168,0.0000,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
L5,puc19,11.3082,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
L7,puc19,11.2671,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
L9,puc19,10.2665,m169,0.0000,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
L11,puc19,11.2499,m169,0.2778,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
L13,puc19,12.4429,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
L15,puc19,11.6466,m169,0.2778,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
L17,puc19,10.1360,m169,0.0694,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
L19,puc19,11.3334,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
L21,puc19,11.2733,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.2778,m164,0.2778,m163,0.0694,m162,2.7778
L23,puc19,16.7683,m169,0.0694,m168,0.0000,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.0694,m162,0.5556
N1,puc19,11.2751,m169,0.0694,m168,0.2778,m167,0.2778,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
N3,puc19,11.2740,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.2778,m162,2.7778
N5,puc19,11.3031,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.0694,m162,2.7778
N7,puc19,11.2455,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.2778,m162,2.7778
N9,puc19,12.0381,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
N11,puc19,15.2079,m169,0.2778,m168,0.0000,m167,0.2778,m166,0.0694,m165,0.2778,m164,0.2778,m163,0.2778,m162,0.5556
N13,puc19,16.7602,m169,0.0694,m168,0.0000,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,0.5556
N15,puc19,11.2873,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.2778,m162,2.7778
N17,puc19,11.3100,m169,0.2778,m168,0.2778,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
N19,puc19,9.7445,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
N21,puc19,11.2866,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.2778,m163,0.0694,m162,2.7778
N23,puc19,11.2753,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.2778,m165,0.2778,m164,0.0694,m163,0.2778,m162,2.7778
P1,puc19,10.1108,m169,0.2778,m168,0.0694,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
P3,puc19,11.2822,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
P5,puc19,11.2802,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
P7,puc19,11.2797,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.2778,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
P9,puc19,11.6700,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
P11,puc19,11.2950,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.2778,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
P13,puc19,11.6998,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
P15,puc19,11.3049,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.2778,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
P17,puc19,11.6414,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
P19,puc19,11.3118,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.2778,m163,0.0694,m162,2.7778
P21,puc19,11.2716,m169,0.2778,m168,0.0694,m167,0.2778,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
P23,puc19,10.2724,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.0000,m162,2.7778
B2,puc19,11.2804,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
B4,puc19,11.3082,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
B6,puc19,11.6718,m169,0.0694,m168,0.2778,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
B8,puc19,10.1405,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.0694,m162,2.7778
B10,puc19,11.2588,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.2778,m162,2.7778
B12,puc19,11.2716,m169,0.2778,m168,0.0694,m167,0.2778,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
B14,puc19,12.4429,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
B16,puc19,11.6764,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
B18,puc19,11.6631,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
B20,puc19,10.1195,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.0694,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
B22,puc19,11.2802,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
B24,puc19,11.2822,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
D2,puc19,12.4429,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
D4,puc19,10.2353,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.0000,m163,0.2778,m162,2.7778
D6,puc19,11.6833,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
D8,puc19,10.1360,m169,0.0694,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
D10,puc19,15.2377,m169,0.2778,m168,0.0000,m167,0.0694,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,0.5556
D12,puc19,11.3125,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.2778,m162,2.7778
D14,puc19,11.2884,m169,0.2778,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
D16,puc19,15.2289,m169,0.2778,m168,0.0000,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.0694,m162,0.5556
D18,puc19,6.1466,m169,0.5556,m168,0.5556,m167,0.5556,m166,0.5556,m165,0.5556,m164,0.5556,m163,0.5556,m162,2.7778
D20,puc19,11.2840,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.2778,m162,2.7778
D22,puc19,12.0766,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
D24,puc19,10.2724,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.0000,m162,2.7778
F2,puc19,11.2891,m169,0.2778,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
F4,puc19,15.2079,m169,0.2778,m168,0.0000,m167,0.2778,m166,0.0694,m165,0.2778,m164,0.2778,m163,0.2778,m162,0.5556
F6,puc19,10.2734,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.0000,m164,0.2778,m163,0.2778,m162,2.7778
F8,puc19,15.2245,m169,0.0694,m168,0.0000,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,0.5556
F10,puc19,11.3037,m169,0.0694,m168,0.2778,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
F12,puc19,11.2751,m169,0.0694,m168,0.2778,m167,0.2778,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
F14,puc19,16.7900,m169,0.0694,m168,0.0000,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.0694,m162,0.5556
F16,puc19,12.0381,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
F18,puc19,10.1126,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.0694,m163,0.2778,m162,2.7778
F20,puc19,11.3049,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.2778,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
F22,puc19,12.0469,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
F24,puc19,11.2733,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.2778,m164,0.2778,m163,0.0694,m162,2.7778
H2,puc19,11.7016,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
H4,puc19,10.1108,m169,0.2778,m168,0.0694,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
H6,puc19,11.2740,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.2778,m162,2.7778
H8,puc19,11.3334,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
H10,puc19,16.7735,m169,0.2778,m168,0.0000,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,0.5556
H12,puc19,11.2671,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
H14,puc19,11.6466,m169,0.2778,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
H16,puc19,9.7445,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
H18,puc19,11.3031,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.0694,m162,2.7778
H20,puc19,11.6700,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
H22,puc19,11.6554,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
H24,puc19,11.2758,m169,0.0694,m168,0.2778,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
J2,puc19,11.6414,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
J4,puc19,10.2329,m169,0.2778,m168,0.0000,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
J6,puc19,11.2506,m169,0.2778,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
J8,puc19,12.0514,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
J10,puc19,11.6719,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
J12,puc19,11.2873,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.2778,m162,2.7778
J14,puc19,16.7690,m169,0.0694,m168,0.0000,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.2778,m162,0.5556
J16,puc19,11.3056,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
J18,puc19,11.6788,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.2778,m162,2.7778
J20,puc19,11.3118,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.2778,m163,0.0694,m162,2.7778
J22,puc19,11.3169,m169,0.2778,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
J24,puc19,11.6503,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.2778,m162,2.7778
L2,puc19,11.3100,m169,0.2778,m168,0.2778,m167,0.0694,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
L4,puc19,10.1493,m169,0.2778,m168,0.2778,m167,0.0694,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
L6,puc19,11.6421,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
L8,puc19,12.0462,m169,0.0694,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.0694,m163,0.0694,m162,2.7778
L10,puc19,11.6806,m169,0.0694,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.2778,m162,2.7778
L12,puc19,11.2968,m169,0.0694,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
L14,puc19,16.7602,m169,0.0694,m168,0.0000,m167,0.2778,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,0.5556
L16,puc19,11.6850,m169,0.2778,m168,0.2778,m167,0.0694,m166,0.0694,m165,0.0694,m164,0.0694,m163,0.0694,m162,2.7778
L18,puc19,9.7445,m169,0.2778,m168,0.2778,m167,0.2778,m166,0.2778,m165,0.2778,m164,0.2778,m163,0.2778,m162,2.7778
L20,puc19,11.2866,m169,0.2778,m168,0.0694,m167,0.0694,m166,0.0694,m165,0.2778,m164,0.2778,m163,0.0694,m162,2.7778
L22,puc19,11.2950,m169,0.0694,m168,0.0694,m167,0.2778,m166,0.2778,m165,0.0694,m164,0.2778,m163,0.0694,m162,2.7778
