Location,Name,Concentration,Length,Units
A7,m162,104.7592695,0,nM
C7,m163,15.30927447,0,nM
E7,m164,14.23060715,0,nM
G7,m165,15.13191541,0,nM
I7,m166,14.25503142,0,nM
K7,m167,15.0633042,0,nM
M7,m168,14.59307155,0,nM
O7,m169,15.54309399,0,nM
B6,puc19,89.75313592,0,nM
B24,water,1,0,x
D24,water,1,0,x
F24,water,1,0,x
D6,puc19,89.75313592,0,nM
F6,puc19,89.75313592,0,nM
