m167_GvpN,m165_GvpJ,m166_GvpK,m163_GvpF,m164_GvpG,m168_GvpV,m169_GvpW,avg_chap_ratio,m567_GvpA,fmol_1x,combo_name,component_1,concentration(nM).1,component_2,concentration(nM).2,component_3,concentration(nM).3,component_4,concentration(nM).4,component_5,concentration(nM).5,component_6,concentration(nM).6,component_7,concentration(nM).7,component_8,concentration(nM).8,component_9,concentration(nM).9,neg_flag,fmol_A,fmol_avg_chap,A_chap_ratio,well_id,Plate
0.25,0.25,1.0,0.25,0.25,1.0,1.0,0.5714285714285714,12,50,50fmol_12xA_0.25xN_0.25xJ_1xK_0.25xF_0.25xG_1xV_1xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.8333333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.8333333333333334,m169_GvpW_50fmol,0.8333333333333334,m567_GvpA,10.0,puc19,5.475208583920425,0,600,28.57142857142857,21.0,A21,Plate 1
0.25,0.25,0.25,1.0,0.25,1.0,1.0,0.5714285714285714,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_1xF_0.25xG_1xV_1xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.8333333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.8333333333333334,m169_GvpW_50fmol,0.8333333333333334,m567_GvpA,10.0,puc19,5.412382820703746,0,600,28.57142857142857,21.0,A23,Plate 1
0.25,0.25,1.0,0.25,0.25,1.0,0.25,0.4642857142857143,12,50,50fmol_12xA_0.25xN_0.25xJ_1xK_0.25xF_0.25xG_1xV_0.25xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.8333333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.8333333333333334,m169_GvpW_50fmol,0.20833333333333334,m567_GvpA,10.0,puc19,6.650515732096151,0,600,23.214285714285715,25.846153846153847,C1,Plate 1
0.25,0.25,0.25,1.0,0.25,0.25,1.0,0.4642857142857143,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_1xF_0.25xG_0.25xV_1xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.8333333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.20833333333333334,m169_GvpW_50fmol,0.8333333333333334,m567_GvpA,10.0,puc19,6.511368300971805,0,600,23.214285714285715,25.846153846153847,C3,Plate 1
0.25,0.25,0.25,0.25,0.25,1.0,1.0,0.4642857142857143,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_0.25xG_1xV_1xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.8333333333333334,m169_GvpW_50fmol,0.8333333333333334,m567_GvpA,10.0,puc19,6.600953185558549,0,600,23.214285714285715,25.846153846153847,C5,Plate 1
0.25,0.25,0.25,0.25,0.25,0.25,2.0,0.5,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_0.25xG_0.25xV_2xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.20833333333333334,m169_GvpW_50fmol,1.6666666666666667,m567_GvpA,10.0,puc19,6.1328624682589705,0,600,25.0,24.0,C7,Plate 1
0.25,0.25,0.25,0.25,0.25,2.0,0.25,0.5,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_0.25xG_2xV_0.25xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,1.6666666666666667,m169_GvpW_50fmol,0.20833333333333334,m567_GvpA,10.0,puc19,6.310946360043531,0,600,25.0,24.0,C9,Plate 1
0.25,0.25,0.25,0.25,1.0,1.0,0.25,0.4642857142857143,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_1xG_1xV_0.25xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.8333333333333334,m168_GvpV_50fmol,0.8333333333333334,m169_GvpW_50fmol,0.20833333333333334,m567_GvpA,10.0,puc19,6.671224965156463,0,600,23.214285714285715,25.846153846153847,C11,Plate 1
0.25,0.25,0.25,0.25,2.0,0.25,0.25,0.5,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_2xG_0.25xV_0.25xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,1.6666666666666667,m168_GvpV_50fmol,0.20833333333333334,m169_GvpW_50fmol,0.20833333333333334,m567_GvpA,10.0,puc19,6.296829953987439,0,600,25.0,24.0,C13,Plate 1
0.25,0.25,0.25,1.0,1.0,1.0,0.25,0.5714285714285714,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_1xF_1xG_1xV_0.25xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.8333333333333334,m164_GvpG_50fmol,0.8333333333333334,m168_GvpV_50fmol,0.8333333333333334,m169_GvpW_50fmol,0.20833333333333334,m567_GvpA,10.0,puc19,5.48265460030166,0,600,28.57142857142857,21.0,C15,Plate 1
0.25,0.25,0.25,0.25,0.25,1.0,1.0,0.4642857142857143,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_0.25xG_1xV_1xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.8333333333333334,m169_GvpW_50fmol,0.8333333333333334,m567_GvpA,10.0,puc19,6.600953185558549,0,600,23.214285714285715,25.846153846153847,C17,Plate 1
0.25,0.25,1.0,0.25,0.25,0.25,1.0,0.4642857142857143,12,50,50fmol_12xA_0.25xN_0.25xJ_1xK_0.25xF_0.25xG_0.25xV_1xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.8333333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.20833333333333334,m169_GvpW_50fmol,0.8333333333333334,m567_GvpA,10.0,puc19,6.57419406418848,0,600,23.214285714285715,25.846153846153847,C19,Plate 1
0.25,0.25,1.0,0.25,0.25,0.25,1.0,0.4642857142857143,12,50,50fmol_12xA_0.25xN_0.25xJ_1xK_0.25xF_0.25xG_0.25xV_1xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.8333333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.20833333333333334,m169_GvpW_50fmol,0.8333333333333334,m567_GvpA,10.0,puc19,6.57419406418848,0,600,23.214285714285715,25.846153846153847,C21,Plate 1
0.25,0.25,0.25,0.25,1.0,1.0,0.25,0.4642857142857143,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_1xG_1xV_0.25xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.8333333333333334,m168_GvpV_50fmol,0.8333333333333334,m169_GvpW_50fmol,0.20833333333333334,m567_GvpA,10.0,puc19,6.671224965156463,0,600,23.214285714285715,25.846153846153847,C23,Plate 1
0.25,0.25,0.25,0.25,1.0,1.0,1.0,0.5714285714285714,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_1xG_1xV_1xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.8333333333333334,m168_GvpV_50fmol,0.8333333333333334,m169_GvpW_50fmol,0.8333333333333334,m567_GvpA,10.0,puc19,5.495917816980736,0,600,28.57142857142857,21.0,E1,Plate 1
0.25,0.25,0.25,0.25,0.25,1.0,0.25,0.35714285714285715,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_0.25xG_1xV_0.25xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.8333333333333334,m169_GvpW_50fmol,0.20833333333333334,m567_GvpA,10.0,puc19,7.776260333734275,0,600,17.857142857142858,33.6,E3,Plate 1
0.25,0.25,0.25,1.0,0.25,0.25,1.0,0.4642857142857143,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_1xF_0.25xG_0.25xV_1xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.8333333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.20833333333333334,m169_GvpW_50fmol,0.8333333333333334,m567_GvpA,10.0,puc19,6.511368300971805,0,600,23.214285714285715,25.846153846153847,E5,Plate 1
0.25,0.25,0.25,1.0,0.25,1.0,0.25,0.4642857142857143,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_1xF_0.25xG_1xV_0.25xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.8333333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.8333333333333334,m169_GvpW_50fmol,0.20833333333333334,m567_GvpA,10.0,puc19,6.587689968879472,0,600,23.214285714285715,25.846153846153847,E7,Plate 1
0.25,0.25,0.25,0.25,1.0,1.0,0.25,0.4642857142857143,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_1xG_1xV_0.25xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.8333333333333334,m168_GvpV_50fmol,0.8333333333333334,m169_GvpW_50fmol,0.20833333333333334,m567_GvpA,10.0,puc19,6.671224965156463,0,600,23.214285714285715,25.846153846153847,E9,Plate 1
0.25,0.25,0.25,1.0,1.0,1.0,0.25,0.5714285714285714,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_1xF_1xG_1xV_0.25xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.8333333333333334,m164_GvpG_50fmol,0.8333333333333334,m168_GvpV_50fmol,0.8333333333333334,m169_GvpW_50fmol,0.20833333333333334,m567_GvpA,10.0,puc19,5.48265460030166,0,600,28.57142857142857,21.0,E11,Plate 1
0.25,0.25,0.25,0.25,0.25,1.0,0.25,0.35714285714285715,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_0.25xG_1xV_0.25xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.8333333333333334,m169_GvpW_50fmol,0.20833333333333334,m567_GvpA,10.0,puc19,7.776260333734275,0,600,17.857142857142858,33.6,E13,Plate 1
0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_0.25xG_0.25xV_0.25xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.20833333333333334,m169_GvpW_50fmol,0.20833333333333334,m567_GvpA,10.0,puc19,8.87524581400233,0,600,12.5,48.0,E17,Plate 1
0.25,0.25,0.25,0.25,0.25,0.25,2.0,0.5,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_0.25xG_0.25xV_2xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.20833333333333334,m169_GvpW_50fmol,1.6666666666666667,m567_GvpA,10.0,puc19,6.1328624682589705,0,600,25.0,24.0,E19,Plate 1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,50,50fmol_12xA_1xN_1xJ_1xK_1xF_1xG_1xV_1xW_,m167_GvpN_50fmol,0.8333333333333334,m165_GvpJ_50fmol,0.8333333333333334,m166_GvpK_50fmol,0.8333333333333334,m163_GvpF_50fmol,0.8333333333333334,m164_GvpG_50fmol,0.8333333333333334,m168_GvpV_50fmol,0.8333333333333334,m169_GvpW_50fmol,0.8333333333333334,m567_GvpA,10.0,puc19,0.7395421654543038,0,600,50.0,12.0,E21,Plate 1
0.25,0.25,0.25,2.0,0.25,0.25,0.25,0.5,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_2xF_0.25xG_0.25xV_0.25xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,1.6666666666666667,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.20833333333333334,m169_GvpW_50fmol,0.20833333333333334,m567_GvpA,10.0,puc19,6.101914962674458,0,600,25.0,24.0,E23,Plate 1
0.25,0.25,0.25,0.25,1.0,1.0,1.0,0.5714285714285714,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_1xG_1xV_1xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.8333333333333334,m168_GvpV_50fmol,0.8333333333333334,m169_GvpW_50fmol,0.8333333333333334,m567_GvpA,10.0,puc19,5.495917816980736,0,600,28.57142857142857,21.0,G1,Plate 1
0.25,0.25,0.25,0.25,0.25,2.0,0.25,0.5,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_0.25xG_2xV_0.25xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,1.6666666666666667,m169_GvpW_50fmol,0.20833333333333334,m567_GvpA,10.0,puc19,6.310946360043531,0,600,25.0,24.0,G3,Plate 1
0.25,0.25,1.0,0.25,0.25,0.25,1.0,0.4642857142857143,12,50,50fmol_12xA_0.25xN_0.25xJ_1xK_0.25xF_0.25xG_0.25xV_1xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.8333333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.20833333333333334,m169_GvpW_50fmol,0.8333333333333334,m567_GvpA,10.0,puc19,6.57419406418848,0,600,23.214285714285715,25.846153846153847,G5,Plate 1
0.25,0.25,0.25,0.25,1.0,1.0,1.0,0.5714285714285714,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_1xG_1xV_1xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.8333333333333334,m168_GvpV_50fmol,0.8333333333333334,m169_GvpW_50fmol,0.8333333333333334,m567_GvpA,10.0,puc19,5.495917816980736,0,600,28.57142857142857,21.0,G7,Plate 1
0.25,0.25,0.25,0.25,0.25,0.25,2.0,0.5,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_0.25xG_0.25xV_2xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.20833333333333334,m169_GvpW_50fmol,1.6666666666666667,m567_GvpA,10.0,puc19,6.1328624682589705,0,600,25.0,24.0,G9,Plate 1
0.25,0.25,0.25,1.0,0.25,1.0,1.0,0.5714285714285714,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_1xF_0.25xG_1xV_1xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.8333333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.8333333333333334,m169_GvpW_50fmol,0.8333333333333334,m567_GvpA,10.0,puc19,5.412382820703746,0,600,28.57142857142857,21.0,G11,Plate 1
0.25,0.25,0.25,0.25,1.0,0.25,1.0,0.4642857142857143,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_1xG_0.25xV_1xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.8333333333333334,m168_GvpV_50fmol,0.20833333333333334,m169_GvpW_50fmol,0.8333333333333334,m567_GvpA,10.0,puc19,6.594903297248795,0,600,23.214285714285715,25.846153846153847,G13,Plate 1
0.25,0.25,0.25,0.25,0.25,2.0,0.25,0.5,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_0.25xG_2xV_0.25xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,1.6666666666666667,m169_GvpW_50fmol,0.20833333333333334,m567_GvpA,10.0,puc19,6.310946360043531,0,600,25.0,24.0,G15,Plate 1
0.25,0.25,1.0,0.25,0.25,0.25,1.0,0.4642857142857143,12,50,50fmol_12xA_0.25xN_0.25xJ_1xK_0.25xF_0.25xG_0.25xV_1xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.8333333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.20833333333333334,m169_GvpW_50fmol,0.8333333333333334,m567_GvpA,10.0,puc19,6.57419406418848,0,600,23.214285714285715,25.846153846153847,G17,Plate 1
0.25,0.25,0.25,0.25,1.0,0.25,1.0,0.4642857142857143,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_0.25xF_1xG_0.25xV_1xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,0.20833333333333334,m164_GvpG_50fmol,0.8333333333333334,m168_GvpV_50fmol,0.20833333333333334,m169_GvpW_50fmol,0.8333333333333334,m567_GvpA,10.0,puc19,6.594903297248795,0,600,23.214285714285715,25.846153846153847,G19,Plate 1
0.25,0.25,0.25,2.0,0.25,0.25,0.25,0.5,12,50,50fmol_12xA_0.25xN_0.25xJ_0.25xK_2xF_0.25xG_0.25xV_0.25xW_,m167_GvpN_50fmol,0.20833333333333334,m165_GvpJ_50fmol,0.20833333333333334,m166_GvpK_50fmol,0.20833333333333334,m163_GvpF_50fmol,1.6666666666666667,m164_GvpG_50fmol,0.20833333333333334,m168_GvpV_50fmol,0.20833333333333334,m169_GvpW_50fmol,0.20833333333333334,m567_GvpA,10.0,puc19,6.101914962674458,0,600,25.0,24.0,G21,Plate 1
